Speed,Time
0.01648049837906058,0.0
0.0,0.005427837371826172
0.0,0.010979652404785156
0.0,0.01645660400390625
0.0,0.022928476333618164
0.0,0.027475833892822266
0.0,0.034009456634521484
0.0,0.03905010223388672
0.0,0.04455900192260742
0.0,0.050968170166015625
0.0,0.05652308464050293
0.0,0.06152939796447754
0.0,0.06705665588378906
0.0,0.07305741310119629
0.0,0.07891392707824707
0.0,0.08434677124023438
0.0,0.08992457389831543
0.0,0.09579133987426758
0.0,0.10161209106445312
0.0,0.10622549057006836
0.0,0.11159324645996094
0.0,0.11722302436828613
0.0,0.12416839599609375
0.0,0.12938642501831055
0.0,0.13389086723327637
0.0,0.14105772972106934
0.0,0.14659571647644043
0.0,0.15204310417175293
0.0,0.1571965217590332
0.0,0.1622176170349121
0.0,0.16846227645874023
0.0,0.17407464981079102
0.0,0.17957258224487305
0.0,0.18528342247009277
0.0,0.19447634506225586
0.04944149513718175,0.19976923751831055
2.235854280092552,0.20392067527770996
6.691082341898596,0.2075192928314209
9.399377575524218,0.21317672729492188
11.800036839407376,0.21990323066711426
16.941952333674276,0.2249917984008789
15.826771943357844,0.23074126243591309
19.935909539203617,0.23641180992126465
28.269548219548582,0.24178051948547363
26.489654394610042,0.24745512008666992
33.54330770084797,0.25164222717285156
29.461637602300634,0.2585587501525879
31.00531095047264,0.2649509906768799
40.82219448493306,0.2691214084625244
38.12488625022681,0.2753028869628906
38.696210194034244,0.2815554141998291
48.09558776955846,0.286548376083374
40.40468852599686,0.29180383682250977
54.737228616319875,0.29888176918029785
45.69492850567531,0.3033902645111084
45.93664248190153,0.30984973907470703
57.714705323470156,0.3151576519012451
51.188427965362166,0.3205859661102295
52.20472536540424,0.32661986351013184
60.93938950630634,0.3318476676940918
55.37996805310324,0.3380014896392822
65.81761702650827,0.34305500984191895
53.913203697366846,0.34831666946411133
58.676067728915356,0.35457873344421387
69.33345668070787,0.36005663871765137
57.12690088128366,0.3651890754699707
62.62040034097052,0.3717644214630127
71.58029795971979,0.37705445289611816
61.03277899712102,0.38300251960754395
75.39278658474247,0.38775205612182617
60.549351044668576,0.3939652442932129
66.36696697247696,0.39945030212402344
76.61234346479296,0.40431928634643555
62.461088856639606,0.4103517532348633
66.28456448058166,0.4163215160369873
76.56290196965577,0.42160844802856445
68.11389980065738,0.4275972843170166
79.63926166708042,0.4322631359100342
64.41128116482844,0.43820810317993164
68.48196426445641,0.4447975158691406
80.71049406171936,0.44948816299438477
68.5643667563517,0.4556398391723633
68.11389980065738,0.4617483615875244
79.58982017194323,0.466707706451416
71.4924019683648,0.47298216819763184
79.979858633581,0.47810912132263184
70.59696155643584,0.4840431213378906
69.00934021258634,0.4890775680541992
84.13294422510427,0.49413132667541504
70.47610456832274,0.500952959060669
67.46566686441433,0.5064525604248047
86.13257802843029,0.5117676258087158
